,series,HH_index,works_in_series
148,kingsquest,1.0,13
149,kirby,0.5072000000000001,25
150,knightsofpenandpaper,1.0,2
151,legomarvelsuperheroes,0.5,2
152,langrisser,0.52,5
153,left4dead,1.0,2
154,legacyofkain,1.0,3
155,leisuresuitlarry,0.8200000000000001,10
156,lifeisstrange,1.0,4
157,liloandstitch,1.0,3
158,littlenightmares,1.0,2
159,looneytunes,0.6800000000000002,5
160,lufia,0.5555555555555556,3
161,luigismansion,1.0,3
162,luminousavengerix,0.5,2
163,mafia,1.0,4
164,manakhemia,1.0,2
165,maplestory,0.5,2
166,marioand,1.0,7
167,mariokart,1.0,9
168,mariosports,1.0,2
169,marvelvscapcom,0.6800000000000002,5
170,masseffect,1.0,5
171,maxpayne,1.0,2
172,medalofhonor,1.0,7
173,medieval,1.0,2
174,megaman,0.5642577429690281,53
175,megamitensei,1.0,3
176,metalgear,0.8892733564013842,17
177,metalslug,0.7222222222222223,6
178,metroid,0.6800000000000002,15
179,mickey,0.6800000000000002,5
180,miraclegirls,1.0,2
181,mirrorsedge,0.5,2
182,mobilesuitgundam,0.5,2
183,monkeyisland,1.0,2
184,monsterhunter,1.0,6
185,monsterrancher,1.0,4
186,monumentvalley,1.0,2
187,mortalkombat,0.5408163265306123,14
188,mrhoppsplayhouse,1.0,2
189,mysims,0.5555555555555556,3
190,naruto,0.7551020408163265,14
191,needforspeed,0.5,2
192,neverwinternights,1.0,2
193,newstyleboutique,1.0,3
194,newsupermariobros,1.0,5
195,nier,0.5,2
196,nightsofazure,1.0,2
197,nightshade,0.5,2
198,ninjagaiden,0.625,8
199,nioh,0.5,2
200,nomoreheroes,1.0,3
201,ogrebattle,0.5555555555555556,3
202,onepiece,0.7222222222222223,6
203,onimusha,1.0,5
204,oriandthe,1.0,2
205,outbreak,1.0,5
206,outlast,1.0,2
207,overblood,0.5,2
208,overlord,0.5918367346938775,7
209,payday,1.0,2
210,pacman,0.7551020408163265,7
211,papermario,0.7222222222222223,6
212,parasiteeve,1.0,2
213,pathfinder,1.0,2
214,pathologic,1.0,2
215,perfectdark,1.0,2
216,persona,0.57396449704142,13
217,phantasmagoria,1.0,2
218,phantasystar,0.7222222222222223,12
219,pikmin,0.5,4
220,pillarsofeternity,1.0,2
221,pinkpanther,1.0,2
222,pitfall,0.5555555555555556,3
223,plantsvszombies,0.625,4
224,pokemon,0.5091307523739956,37
225,pokernight,1.0,2
226,policequest,1.0,3
227,portal,0.5555555555555556,3
228,powerprokunpocket,0.5408163265306123,14
229,princeofpersia,0.5555555555555556,3
230,princessmaker,1.0,4
231,professorlayton,0.78125,8
232,prototype,1.0,2
233,psychonauts,1.0,3
234,puyopuyo,0.5918367346938775,14
235,quakei,0.5,4
236,questforglory,0.5,6
237,rage,0.5,2
238,raidoukuzunohavs,1.0,2
239,rainbowsix,1.0,2
240,ratchetandclank,0.8472222222222221,12
241,ravenloftst,1.0,2
242,rayman,0.625,4
243,rebelgalaxy,0.5,2
244,reddeadredemption,0.5555555555555556,3
245,redorchestra,1.0,2
246,residentevil,0.9049999999999999,20
247,risingstorm,1.0,2
248,rivercitygirls,1.0,2
249,rivercityransom,1.0,2
250,robotunicornattack,1.0,2
251,roguelegacy,1.0,2
252,romancingsaga,1.0,3
253,runaway,0.5555555555555556,3
254,runefactory,0.78125,8
255,snkvscapcom,1.0,4
256,sagafrontier,0.5,2
257,saintseiya,1.0,3
258,saintsrow,0.7222222222222223,6
259,sakurawars,0.5918367346938775,7
260,samandmax,0.625,4
261,samuraijack,1.0,3
262,scoobydoo,0.52,5
263,serioussam,0.7551020408163265,7
264,shadowwarrior,1.0,3
265,shellshock,1.0,2
266,shenmue,1.0,3
267,sherlockholmes,1.0,4
268,shinmegamitensei,0.513888888888889,12
269,shiningforce,0.625,4
270,shivers,1.0,2
271,shrek,1.0,2
272,silenthill,1.0,11
273,sly,1.0,2
274,sniperelite,1.0,4
275,sniperghostwarrior,1.0,4
276,s,0.5087219651121395,53
277,soulcalibur,1.0,3
278,southpark,0.52,5
279,spacequest,1.0,9
280,sparktheelectricjester,1.0,2
281,,0.5022222222222222,15
282,splatoon,0.5555555555555556,3
283,splintercell,1.0,7
284,spyro,0.5041322314049586,11
285,starcraft,0.5555555555555556,6
286,starfox,0.53125,8
287,starocean,0.5555555555555556,3
288,starruler,1.0,2
289,startrek,0.5408163265306123,14
290,starwars,0.6800000000000002,5
291,stateofdecay,1.0,2
292,steamworld,0.5555555555555556,3
293,storyofseasons,1.0,5
294,streetfighter,0.5,12
295,suikoden,1.0,8
296,summonnight,0.7551020408163265,7
297,summoner,1.0,2
298,supermario,0.5473372781065089,26
299,superrobotwars,0.8347107438016528,33
300,supersmashbros,1.0,6
301,sydneyhunterandthe,1.0,4
302,talesofdestiny,1.0,2
303,talesofsymphonia,1.0,2
304,talesofxillia,1.0,2
305,teenagemutantninjaturtles,1.0,9
306,tekken,0.5,4
307,tengaimakyou,0.5555555555555556,3
308,theadventuresofjimmyneutronboygenius,1.0,2
309,thebannersaga,0.5555555555555556,3
310,thecluefinders,1.0,6
311,thecrew2,1.0,2
312,thedivision,1.0,2
313,theelderscrolls,0.654320987654321,9
314,theescapists,1.0,2
315,theevilwithin,0.5,2
316,thefairlyoddparents,1.0,2
317,theflintstonesthe,1.0,2
318,thegetaway,1.0,2
319,theidolmaster,0.625,4
320,thekingoffighters,0.7551020408163265,7
321,thelastofus,0.5,2
322,thelegendofheroes,1.0,5
323,thelegendofzelda,0.8024691358024691,18
324,thelordoftherings,1.0,5
325,theperfecttower,1.0,2
326,thescorpionking,0.5,2
327,thesimpsons,0.5555555555555556,12
328,thesims,1.0,6
329,thesmurfs,1.0,2
330,thesurge,0.5,2
331,thewalkingdead,0.6800000000000002,5
332,thewitchandthehundredknight,1.0,2
333,thewitcher,0.5555555555555556,3
334,thief,0.5555555555555556,3
335,thisisthepolice,1.0,2
336,tinytoonadventures,1.0,6
337,titanfall,1.0,2
338,tombraider,0.654320987654321,9
339,torchlight,1.0,3
340,totalannihilation,1.0,2
341,totalwar,1.0,6
342,totalwarwarhammer,1.0,2
343,touhou,0.6422222222222222,30
344,toystory,1.0,2
345,transformers,0.5041322314049586,11
346,ultima,0.57396449704142,13
347,uncharted,0.5555555555555556,6
348,unrealchampionship,0.5,2
349,unreali,0.5,2
350,unrealtournament,0.5,4
351,utawarerumono,0.625,4
352,valkyriachronicles,1.0,4
353,valkyrieprofile,0.5555555555555556,3
354,valthirianarc,1.0,2
355,wwf,1.0,3
356,warhammer,0.625,8
357,warioland,1.0,6
358,wasteland,1.0,2
359,watchdogs,1.0,3
360,waynesworld,1.0,2
361,welcometothegame,1.0,2
362,wherein,1.0,5
363,wiisports,1.0,2
364,wildarms,0.53125,8
365,winniethepoohs,1.0,2
366,wolfenstein,0.53125,8
367,wonderboy,1.0,6
368,xc,0.53125,8
369,xmenmutantacademy,1.0,2
370,xenobladechronicles,1.0,3
371,yakuza,0.6033057851239669,11
372,yonoid,1.0,2
373,yokaiwatch,1.0,8
374,yoshis,0.5555555555555556,3
375,ys,1.0,14
376,yugioh,0.52,15
